Order	Family	Genus	Species	Island_endemicity_Strict_definition	Island_endemicity_Classical_definition	Extinct_or_extant										
RODENTIA	CRICETIDAE	Abrothrix	andinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Abrothrix	illutea	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Abrothrix	jelskii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Abrothrix	lanosus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Abrothrix	longipilis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Abrothrix	olivaceus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Abrothrix	sanborni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	FELIDAE	Acinonyx	jubatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	airensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	cahirinus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	cilicicus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	cineraceus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	dimidiatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	ignitus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	johannis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	kempi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	louisae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	mullah	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	percivali	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	russatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	seurati	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	spinosissimus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	subspinosus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Acomys	wilsoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	OCTODONTIDAE	Aconaemys	fuscus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	OCTODONTIDAE	Aconaemys	porteri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	OCTODONTIDAE	Aconaemys	sagei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	ACROBATIDAE	Acrobates	pygmaeus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Addax	nasomaculatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Aegialomys	xanthaeolus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Aepeomys	lugens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Aepeomys	reigi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Aepyceros	melampus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
DIPROTODONTIA	POTOROIDAE	Aepyprymnus	rufescens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Aeretes	melanopterus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	SCIURIDAE	Aeromys	tephromelas	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CHIROPTERA	PTEROPODIDAE	Aethalops	alecto	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	bocagei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	chrysophilus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	granti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	hindei	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	ineptus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	kaiseri	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	namaquensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	nyikae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	silindensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	stannarius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	MURIDAE	Aethomys	thomasi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	CERVIDAE	Agalmaceros	blicki	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
CARNIVORA	URSIDAE	Ailuropoda	melanoleuca	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CARNIVORA	AILURIDAE	Ailurus	fulgens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	aerosus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	affinis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	albiventer	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	aliquantulus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	azarae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	boliviensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	budini	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	cursor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	dayi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	dolores	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	fumeus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	iniscatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	juninensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	kofordi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	leucolimnaeus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	lindberghi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	lutescens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	mimus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	molinae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	mollis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	montensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	mystax	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	neocenus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	oenos	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	orophilus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	paranaensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	pervalens	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	philipmyersi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	reigi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	sanctipaulensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	serrensis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	siberiae	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	simulator	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	spegazzinii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	subfuscus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	surdus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	sylvanus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	toba	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	torques	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Akodon	varius	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	BOVIDAE	Alcelaphus	buselaphus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	CERVIDAE	Alces	alces	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
CETARTIODACTYLA	CERVIDAE	Alces	scotti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extinct										
RODENTIA	DIPODIDAE	Allactaga	balikunica	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	bullata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	elater	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	euphratica	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	firouzi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	hotsoni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	major	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	severtzovi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	sibirica	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	tetradactyla	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	vinogradovi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactaga	williamsi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	DIPODIDAE	Allactodipus	bobrinskii	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Allenopithecus	nigroviridis	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Allochrocebus	lhoesti	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Allochrocebus	preussi	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	CERCOPITHECIDAE	Allochrocebus	solatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Allocricetulus	curtatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Allocricetulus	eversmanni	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	arctoidea	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	belzebul	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	caraya	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	discolor	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	guariba	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	macconnelli	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	nigerrima	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	palliata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	pigra	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	sara	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	seniculus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
PRIMATES	ATELIDAE	Alouatta	ululata	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Alticola	albicaudus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Alticola	argentatus	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
RODENTIA	CRICETIDAE	Alticola	barakshin	Not_endemic_to_strictly_defined_islands	Not_endemic_to_classically_defined_islands	Extant										
